## root: 8
# generated by egg 0.9.4
0,1,+,0,9
0,1,+,9,0
0,1,*,0,3
0,1,*,3,0
0,1,x
1,1,3
2,1,+,0,1
2,1,+,1,0
2,1,+,2,9
2,1,+,9,2
2,1,*,2,3
2,1,*,3,2
3,1,1
4,1,+,0,3
4,1,+,3,0
4,1,+,4,9
4,1,+,9,4
4,1,*,3,4
4,1,*,4,3
8,1,+,0,36
8,1,+,1,34
8,1,+,2,22
8,1,+,8,9
8,1,+,9,8
8,1,+,22,2
8,1,+,34,1
8,1,+,36,0
8,1,+,44,45
8,1,+,45,44
8,1,+,93,118
8,1,+,94,116
8,1,+,109,125
8,1,+,116,94
8,1,+,118,93
8,1,+,125,109
8,1,*,2,4
8,1,*,3,8
8,1,*,4,2
8,1,*,8,3
9,1,0
22,1,+,9,22
22,1,+,22,9
22,1,+,93,94
22,1,+,94,93
22,1,*,0,2
22,1,*,2,0
22,1,*,3,22
22,1,*,22,3
34,1,+,0,22
34,1,+,9,34
34,1,+,22,0
34,1,+,34,9
34,1,+,44,94
34,1,+,93,125
34,1,+,94,44
34,1,+,125,93
34,1,*,0,100
34,1,*,3,34
34,1,*,34,3
34,1,*,100,0
36,1,+,1,22
36,1,+,9,36
36,1,+,22,1
36,1,+,36,9
36,1,+,45,93
36,1,+,93,45
36,1,+,94,109
36,1,+,109,94
36,1,*,3,36
36,1,*,36,3
44,1,+,0,93
44,1,+,9,44
44,1,+,44,9
44,1,+,93,0
44,1,*,0,4
44,1,*,3,44
44,1,*,4,0
44,1,*,44,3
45,1,+,1,94
45,1,+,9,45
45,1,+,45,9
45,1,+,94,1
45,1,*,1,4
45,1,*,3,45
45,1,*,4,1
45,1,*,45,3
93,1,+,9,93
93,1,+,93,9
93,1,*,0,0
93,1,*,3,93
93,1,*,93,3
94,1,+,9,94
94,1,+,94,9
94,1,*,0,1
94,1,*,1,0
94,1,*,3,94
94,1,*,94,3
100,1,+,0,195
100,1,+,1,4
100,1,+,2,3
100,1,+,3,2
100,1,+,4,1
100,1,+,9,100
100,1,+,100,9
100,1,+,195,0
100,1,*,3,100
100,1,*,100,3
109,1,+,1,93
109,1,+,9,109
109,1,+,93,1
109,1,+,109,9
109,1,*,3,109
109,1,*,109,3
116,1,+,0,109
116,1,+,1,44
116,1,+,2,93
116,1,+,9,116
116,1,+,44,1
116,1,+,93,2
116,1,+,109,0
116,1,+,116,9
116,1,*,3,116
116,1,*,116,3
118,1,+,0,45
118,1,+,1,125
118,1,+,2,94
118,1,+,9,118
118,1,+,45,0
118,1,+,94,2
118,1,+,118,9
118,1,+,125,1
118,1,*,3,118
118,1,*,118,3
125,1,+,0,94
125,1,+,9,125
125,1,+,94,0
125,1,+,125,9
125,1,*,0,195
125,1,*,3,125
125,1,*,125,3
125,1,*,195,0
195,1,4
