## root: 3386
# generated by egg 0.9.4
0,1,1
1,1,2
2,1,3
3,1,4
4,1,5
5,1,6
6,1,7
7,1,+,5,6
7,1,+,6,5
8,1,+,4,7
8,1,+,5,59
8,1,+,6,23
8,1,+,7,4
8,1,+,23,6
8,1,+,59,5
9,1,+,3,8
9,1,+,4,71
9,1,+,5,77
9,1,+,6,75
9,1,+,7,27
9,1,+,8,3
9,1,+,23,178
9,1,+,27,7
9,1,+,59,143
9,1,+,71,4
9,1,+,75,6
9,1,+,77,5
9,1,+,143,59
9,1,+,178,23
10,1,+,2,9
10,1,+,3,61
10,1,+,4,67
10,1,+,5,175
10,1,+,6,69
10,1,+,7,65
10,1,+,8,19
10,1,+,9,2
10,1,+,19,8
10,1,+,23,131
10,1,+,27,123
10,1,+,59,129
10,1,+,61,3
10,1,+,65,7
10,1,+,67,4
10,1,+,69,6
10,1,+,71,119
10,1,+,75,121
10,1,+,77,574
10,1,+,119,71
10,1,+,121,75
10,1,+,123,27
10,1,+,125,178
10,1,+,127,143
10,1,+,129,59
10,1,+,131,23
10,1,+,143,127
10,1,+,175,5
10,1,+,178,125
10,1,+,574,77
11,1,+,1,10
11,1,+,2,49
11,1,+,3,55
11,1,+,4,217
11,1,+,5,221
11,1,+,6,219
11,1,+,7,57
11,1,+,8,53
11,1,+,9,21
11,1,+,10,1
11,1,+,19,149
11,1,+,21,9
11,1,+,23,215
11,1,+,27,137
11,1,+,49,2
11,1,+,53,8
11,1,+,55,3
11,1,+,57,7
11,1,+,59,577
11,1,+,61,145
11,1,+,65,147
11,1,+,67,708
11,1,+,69,701
11,1,+,71,133
11,1,+,75,135
11,1,+,77,468
11,1,+,119,153
11,1,+,121,155
11,1,+,123,151
11,1,+,125,482
11,1,+,127,480
11,1,+,129,903
11,1,+,131,538
11,1,+,133,71
11,1,+,135,75
11,1,+,137,27
11,1,+,139,178
11,1,+,141,143
11,1,+,143,141
11,1,+,145,61
11,1,+,147,65
11,1,+,149,19
