## root: 12
## root: 12
# generated by egg 0.9.4
0,1,+,0,22
0,1,+,22,0
0,1,*,0,36
0,1,*,36,0
0,1,x
1,1,3
2,1,+,2,22
2,1,+,22,2
2,1,*,0,1
2,1,*,1,0
2,1,*,2,36
2,1,*,36,2
3,1,14
4,1,+,2,17
4,1,+,4,22
4,1,+,17,2
4,1,+,22,4
4,1,-,2,3
4,1,*,4,36
4,1,*,36,4
6,1,+,6,22
6,1,+,22,6
6,1,*,6,36
6,1,*,36,6
6,1,pow,0,1
7,1,7
8,1,2
9,1,+,9,22
9,1,+,22,9
9,1,*,0,0
9,1,*,6,792
9,1,*,9,36
9,1,*,36,9
9,1,*,792,6
9,1,pow,0,8
10,1,+,10,22
10,1,+,22,10
10,1,*,0,73
10,1,*,7,9
10,1,*,9,7
10,1,*,10,36
10,1,*,36,10
10,1,*,73,0
11,1,+,6,20
11,1,+,11,22
11,1,+,20,6
11,1,+,22,11
11,1,-,6,10
11,1,*,11,36
11,1,*,36,11
12,1,d,0,11
12,1,+,12,22
12,1,+,22,12
12,1,+,123,124
12,1,+,124,123
12,1,+,263,1312
12,1,+,1312,263
12,1,*,0,4
12,1,*,4,0
12,1,*,12,36
12,1,*,36,12
16,1,-1
17,1,-14
20,1,+,20,22
20,1,+,22,20
20,1,*,0,263
20,1,*,7,80
20,1,*,9,76
20,1,*,10,16
20,1,*,16,10
20,1,*,20,36
20,1,*,36,20
20,1,*,73,297
20,1,*,76,9
20,1,*,80,7
20,1,*,263,0
20,1,*,297,73
22,1,0
36,1,1
73,1,+,22,73
73,1,+,73,22
73,1,*,0,7
73,1,*,7,0
73,1,*,36,73
73,1,*,73,36
76,1,-7
80,1,+,22,80
80,1,+,80,22
80,1,*,0,297
80,1,*,9,16
80,1,*,16,9
80,1,*,36,80
80,1,*,80,36
80,1,*,297,0
123,1,d,0,6
123,1,+,22,123
123,1,+,123,22
123,1,+,123,2730
123,1,*,0,2
123,1,*,1,9
123,1,*,2,0
123,1,*,6,491
123,1,*,9,1
123,1,*,36,123
123,1,*,123,36
123,1,*,491,6
123,1,*,792,1415
123,1,*,1415,792
124,1,d,0,20
124,1,+,22,124
124,1,+,124,22
124,1,+,124,2798
124,1,+,124,2803
124,1,+,263,263
124,1,+,2798,124
124,1,+,2803,124
124,1,*,0,17
124,1,*,3,297
124,1,*,7,971
124,1,*,8,263
124,1,*,9,2120
124,1,*,16,462
124,1,*,17,0
124,1,*,20,1023
124,1,*,36,124
124,1,*,73,1739
124,1,*,76,470
124,1,*,124,36
124,1,*,263,8
124,1,*,297,3
124,1,*,462,16
124,1,*,470,76
124,1,*,792,2101
124,1,*,971,7
124,1,*,1023,20
124,1,*,1739,73
124,1,*,1970,263
124,1,*,2030,80
124,1,*,2054,10
124,1,*,2101,792
124,1,*,2120,9
124,1,*,2500,297
124,1,*,2549,73
124,1,*,2585,9
124,1,*,2588,792
124,1,*,2596,9
124,1,*,2599,792
