## root: 259
# generated by egg 0.9.4
0,1,fib
1,1,n
2,1,var,1
2,1,let,0,18,2
3,1,0
3,1,+,3,3
3,1,+,5,8
3,1,+,5,11519
3,1,+,5,12121
3,1,+,5,12123
3,1,+,5,12246
3,1,+,5,12605
3,1,+,8,5
3,1,+,11,122
3,1,+,11,12234
3,1,+,19,167
3,1,+,19,11493
3,1,+,19,12259
3,1,+,19,12319
3,1,+,19,12321
3,1,+,19,13332
3,1,+,111,259
3,1,+,111,12236
3,1,+,122,11
3,1,+,122,12114
3,1,+,122,12116
3,1,+,122,12252
3,1,+,122,12524
3,1,+,167,19
3,1,+,167,12049
3,1,+,167,12051
3,1,+,167,12243
3,1,+,167,12542
3,1,+,259,111
3,1,+,259,12239
3,1,+,259,12241
3,1,+,259,13342
3,1,+,442,648
3,1,+,442,11463
3,1,+,442,12059
3,1,+,648,442
3,1,+,648,11479
3,1,+,648,11528
3,1,+,648,11533
3,1,+,648,12288
3,1,+,648,12330
3,1,+,648,12799
3,1,+,648,12838
3,1,+,648,13348
3,1,+,648,13350
3,1,+,877,8878
3,1,+,877,11661
3,1,+,877,12273
3,1,+,877,12306
3,1,+,877,12347
3,1,+,877,12355
3,1,+,877,12371
3,1,+,877,12377
3,1,+,877,12383
3,1,+,877,12391
3,1,+,8878,877
3,1,+,11463,442
3,1,+,11479,648
3,1,+,11487,11496
3,1,+,11489,12361
3,1,+,11493,19
3,1,+,11496,11487
3,1,+,11519,5
3,1,+,11528,648
3,1,+,11528,12248
3,1,+,11533,648
3,1,+,11661,877
3,1,+,12049,167
3,1,+,12051,167
3,1,+,12059,442
3,1,+,12114,122
3,1,+,12116,122
3,1,+,12121,5
3,1,+,12123,5
3,1,+,12234,11
3,1,+,12236,111
3,1,+,12239,259
3,1,+,12241,259
3,1,+,12243,167
3,1,+,12246,5
3,1,+,12248,11528
3,1,+,12252,122
3,1,+,12259,19
3,1,+,12273,877
3,1,+,12288,648
3,1,+,12306,877
3,1,+,12319,19
3,1,+,12321,19
3,1,+,12330,648
3,1,+,12347,877
3,1,+,12355,877
3,1,+,12361,11489
3,1,+,12371,877
3,1,+,12377,877
3,1,+,12383,877
3,1,+,12391,877
3,1,+,12524,122
3,1,+,12542,167
3,1,+,12605,5
3,1,+,12799,648
3,1,+,12838,648
3,1,+,13205,13206
3,1,+,13206,13205
3,1,+,13209,13210
3,1,+,13210,13209
3,1,+,13212,13213
3,1,+,13213,13212
3,1,+,13215,13216
3,1,+,13216,13215
3,1,+,13221,13222
3,1,+,13222,13221
3,1,+,13225,13226
3,1,+,13226,13225
3,1,+,13231,13232
3,1,+,13232,13231
3,1,+,13235,13236
3,1,+,13236,13235
3,1,+,13238,13239
3,1,+,13239,13238
3,1,+,13241,13242
3,1,+,13242,13241
3,1,+,13247,13248
3,1,+,13248,13247
3,1,+,13251,13252
3,1,+,13252,13251
3,1,+,13255,13256
3,1,+,13256,13255
3,1,+,13259,13260
3,1,+,13260,13259
3,1,+,13262,13263
3,1,+,13263,13262
3,1,+,13265,13266
3,1,+,13266,13265
3,1,+,13271,13272
3,1,+,13272,13271
3,1,+,13275,13276
3,1,+,13276,13275
3,1,+,13281,13282
3,1,+,13282,13281
3,1,+,13285,13286
3,1,+,13286,13285
3,1,+,13288,13289
3,1,+,13289,13288
3,1,+,13291,13292
3,1,+,13292,13291
3,1,+,13297,13298
3,1,+,13298,13297
3,1,+,13301,13302
3,1,+,13302,13301
3,1,+,13332,19
3,1,+,13342,259
3,1,+,13348,648
3,1,+,13350,648
3,1,app,18,3
3,1,app,1282,3
3,1,app,1363,3
3,1,app,1907,3
3,1,app,2217,3
