## root: 257
## root: 7
## root: 342
## root: 21
## root: 22
## root: 290
## root: 37
## root: 22
## root: 22
## root: 39
## root: 22
## root: 486
## root: 50
## root: 250
## root: 293
## root: 61
## root: 477
## root: 7
## root: 65
## root: 66
## root: 66
## root: 79
## root: 83
## root: 86
## root: 87
## root: 88
## root: 88
## root: 272
## root: 50
## root: 88
## root: 88
## root: 22
## root: 87
## root: 86
## root: 421
## root: 96
## root: 96
## root: 287
## root: 39
## root: 39
## root: 61
## root: 61
## root: 22
## root: 102
## root: 102
## root: 503
## root: 489
## root: 262
# generated by egg 0.1.0
0,1,#(lambda (lambda (zip $1 $0 (lambda (lambda (+. $0 $1))))))
1,1,$0
2,1,@,0,1
3,1,$1
4,1,@,2,3
4,1,lib l43,643,651
5,1,lambda,4
5,1,lib l22,394,403
5,1,lib l23,408,430
7,1,l16
8,1,power
9,1,#(lambda (fold $0 0. (lambda (lambda (+. (*. $1 $1) $0)))))
10,1,@,9,1
10,1,lib l34,220,548
11,1,@,8,10
11,1,lib l45,674,680
12,1,l42
13,1,@,11,12
13,1,lib l39,609,615
15,1,#(lambda (lambda (+. (*. $0 $0) (*. $1 $1))))
16,1,@,15,1
16,1,lib l32,344,542
17,1,@,16,3
17,1,lib l40,262,619
17,1,lib l43,643,659
18,1,@,8,17
18,1,lib l48,728,733
19,1,@,18,12
19,1,lib l39,609,612
20,1,lambda,19
20,1,lib l17,338,345
21,1,lambda,20
22,1,l28
23,1,*.
24,1,@,23,1
24,1,lib l28,472,508
25,1,@,24,1
25,1,lib l36,563,575
25,1,lib l42,633,635
26,1,lambda,25
26,1,lib l15,299,301
26,1,lib l16,313,315
26,1,lib l21,385,387
26,1,lib l23,408,411
26,1,lib l25,450,453
26,1,lib l26,470,473
28,1,/.
29,1,#(lambda (lambda (#(lambda (fold $0 0. (lambda (lambda (+. $0 $1))))) (zip $0 $1 (lambda (lambda (*. $0 $1)))))))
30,1,@,29,1
31,1,@,30,3
31,1,lib l43,643,647
32,1,@,28,31
32,1,lib l48,728,738
33,1,#(lambda (fold $0 0. (lambda (lambda (+. $0 $1)))))
34,1,@,33,3
35,1,@,32,34
36,1,lambda,35
36,1,lib l27,497,506
37,1,lambda,36
38,1,lambda,1
38,1,lib l0,38,124
39,1,lambda,38
39,1,lib l2,39,130
40,1,#(lambda (lambda (/. (+. $0 $0) $1)))
41,1,-.
42,1,pi
43,1,@,41,42
44,1,#(lambda (/. 1. $0))
45,1,@,44,42
46,1,@,43,45
47,1,@,40,46
48,1,@,47,1
50,1,l10
51,1,#(lambda (lambda (/. (*. $0 $1) (+. 1. 1.))))
