## root: 581
## root: 1053
## root: 1051
## root: 222
## root: 669
## root: 53
## root: 631
## root: 676
## root: 53
## root: 53
## root: 67
## root: 53
## root: 877
## root: 78
## root: 635
## root: 651
## root: 52
## root: 82
## root: 89
## root: 89
## root: 100
## root: 228
## root: 107
## root: 116
## root: 121
## root: 121
## root: 591
## root: 78
## root: 121
## root: 121
## root: 53
## root: 116
## root: 107
## root: 991
## root: 133
## root: 133
## root: 354
## root: 154
## root: 154
## root: 655
## root: 67
## root: 67
## root: 52
## root: 52
## root: 53
## root: 160
## root: 160
## root: 1015
## root: 1056
## root: 554
# generated by egg 0.1.0
0,1,zip
1,1,$0
2,1,@,0,1
3,1,$1
4,1,@,2,3
4,1,lib l129,1643,1647
5,1,lambda,3
6,1,lambda,5
7,1,@,4,6
8,1,lambda,7
8,1,lib l57,913,925
10,1,#(lambda (power $0 (#(lambda (lambda (/. $0 (/. (+. 1. 1.) $1)))) 1. 1.)))
11,1,#(lambda (lambda (#(lambda (fold $0 0. (lambda (lambda (+. $0 $1))))) (zip $0 $1 (lambda (lambda (*. $0 $1)))))))
12,1,@,11,1
12,1,lib l82,795,1218
13,1,@,12,1
13,1,lib l109,472,1446
13,1,lib l111,1455,1461
13,1,lib l128,1627,1639
13,1,lib l134,1627,1733
14,1,@,10,13
14,1,lib l88,1239,1243
14,1,lib l89,1253,1257
14,1,lib l140,1822,1825
14,1,lib l141,1835,1839
14,1,lib l142,1852,1856
16,1,#(lambda (lambda (/. $0 (/. (+. 1. 1.) $1))))
17,1,-.
18,1,*.
19,1,pi
20,1,@,18,19
20,1,lib l70,20,1091
21,1,@,20,19
21,1,lib l97,1322,1326
21,1,lib l98,56,1333
21,1,lib l132,1696,1698
21,1,lib l134,1627,1729
22,1,@,17,21
22,1,lib l77,1177,1181
22,1,lib l78,1186,1197
22,1,lib l138,1759,1795
22,1,lib l144,1898,1904
23,1,1.
24,1,@,22,23
24,1,lib l101,1367,1373
25,1,@,16,24
26,1,@,10,1
26,1,lib l87,759,1234
27,1,@,25,26
27,1,lib l114,1474,1482
27,1,lib l133,1706,1714
29,1,$3
30,1,@,18,29
30,1,lib l69,1084,1089
31,1,@,30,29
31,1,lib l96,1307,1313
31,1,lib l98,56,1331
31,1,lib l134,1627,1721
32,1,@,17,31
32,1,lib l76,1162,1174
32,1,lib l77,1177,1179
32,1,lib l78,1186,1194
32,1,lib l138,1759,1792
33,1,+.
34,1,$2
35,1,@,33,34
36,1,@,35,34
36,1,lib l92,1270,1274
36,1,lib l134,1627,1740
37,1,@,18,36
37,1,lib l73,1124,1130
37,1,lib l74,1141,1147
