## root: 258
## root: 7
## root: 558
## root: 398
## root: 311
## root: 33
## root: 291
## root: 318
## root: 33
## root: 33
## root: 49
## root: 33
## root: 509
## root: 58
## root: 254
## root: 297
## root: 32
## root: 515
## root: 7
## root: 71
## root: 72
## root: 72
## root: 85
## root: 89
## root: 92
## root: 93
## root: 7
## root: 7
## root: 276
## root: 58
## root: 7
## root: 7
## root: 33
## root: 93
## root: 92
## root: 448
## root: 58
## root: 58
## root: 101
## root: 101
## root: 102
## root: 102
## root: 294
## root: 49
## root: 49
## root: 32
## root: 32
## root: 33
## root: 108
## root: 108
## root: 531
## root: 553
## root: 256
# generated by egg 0.1.0
0,1,#(lambda (lambda (zip $1 $0 (lambda (lambda (+. $0 $1))))))
1,1,$0
2,1,@,0,1
3,1,$1
4,1,@,2,3
4,1,lib l50,717,725
5,1,lambda,4
5,1,lib l23,423,432
5,1,lib l24,437,457
7,1,l18
8,1,#(lambda (power $0 (#(lambda (lambda (/. (*. $0 $1) (+. 1. 1.)))) 1. 1.)))
9,1,#(lambda (fold $0 0. (lambda (lambda (+. (*. $1 $1) $0)))))
10,1,@,9,1
10,1,lib l40,224,622
11,1,@,8,10
11,1,lib l53,757,763
13,1,#(lambda (lambda (/. (*. $0 $1) (+. 1. 1.))))
14,1,@,8,1
15,1,@,13,14
16,1,-.
17,1,*.
18,1,pi
19,1,@,17,18
19,1,lib l35,19,589
20,1,@,19,18
20,1,lib l43,340,655
20,1,lib l44,36,662
20,1,lib l52,706,752
21,1,@,16,20
21,1,lib l37,604,607
21,1,lib l55,786,792
22,1,1.
23,1,@,21,22
24,1,@,15,23
26,1,#(lambda (lambda (+. (*. $0 $0) (*. $1 $1))))
27,1,@,26,1
27,1,lib l38,305,616
28,1,@,27,3
28,1,lib l47,256,691
28,1,lib l50,717,721
29,1,@,8,28
29,1,lib l57,824,834
30,1,lambda,29
30,1,lib l15,325,328
30,1,lib l31,564,568
32,1,l1051
33,1,lambda,32
33,1,lib l32,33,574
34,1,@,17,1
34,1,lib l33,518,577
35,1,@,34,1
35,1,lib l42,637,643
35,1,lib l44,36,660
35,1,lib l49,706,712
35,1,lib l52,706,749
36,1,lambda,35
36,1,lib l17,338,345
36,1,lib l18,351,369
36,1,lib l22,414,418
36,1,lib l24,437,459
36,1,lib l26,479,496
36,1,lib l27,499,519
38,1,/.
39,1,#(lambda (lambda (#(lambda (fold $0 0. (lambda (lambda (+. $0 $1))))) (zip $0 $1 (lambda (lambda (*. $0 $1)))))))
40,1,@,39,1
41,1,@,40,3
41,1,lib l50,717,729
42,1,@,38,41
42,1,lib l57,824,829
