## root: 268
## root: 563
## root: 426
## root: 325
## root: 43
## root: 218
## root: 246
## root: 43
## root: 43
## root: 57
## root: 43
## root: 504
## root: 65
## root: 305
## root: 303
## root: 42
## root: 67
## root: 74
## root: 74
## root: 87
## root: 91
## root: 94
## root: 95
## root: 96
## root: 96
## root: 342
## root: 65
## root: 96
## root: 96
## root: 43
## root: 95
## root: 94
## root: 448
## root: 103
## root: 103
## root: 103
## root: 103
## root: 104
## root: 104
## root: 309
## root: 57
## root: 57
## root: 42
## root: 42
## root: 43
## root: 110
## root: 110
## root: 530
## root: 567
## root: 337
# generated by egg 0.1.0
0,1,zip
1,1,$0
2,1,@,0,1
3,1,$1
4,1,@,2,3
4,1,lib l52,753,757
5,1,lambda,3
6,1,lambda,5
7,1,@,4,6
8,1,lambda,7
8,1,lib l25,456,464
10,1,l81
11,1,#(lambda (fold $0 0. (lambda (lambda (+. $0 (*. $1 $1))))))
12,1,@,11,1
12,1,lib l42,192,642
13,1,@,10,12
13,1,lib l55,563,789
13,1,lib l56,795,798
13,1,lib l57,806,812
15,1,#(lambda (lambda (/. (+. $0 $0) $1)))
16,1,-.
17,1,*.
18,1,@,17,1
18,1,lib l34,296,574
19,1,@,18,1
19,1,lib l43,44,645
19,1,lib l45,658,661
20,1,@,16,19
20,1,lib l37,600,603
20,1,lib l38,611,614
20,1,lib l58,817,823
20,1,lib l59,832,843
21,1,#(lambda (/. $0 (+. 1. 1.)))
22,1,1.
23,1,@,21,22
24,1,@,20,23
24,1,lib l47,687,695
24,1,lib l54,778,786
25,1,@,15,24
26,1,@,25,1
26,1,lib l50,736,739
27,1,@,10,26
27,1,lib l56,795,801
28,1,@,15,27
29,1,pi
30,1,@,28,29
30,1,lib l51,448,745
32,1,cons
33,1,@,32,1
34,1,@,32,3
35,1,empty
36,1,@,34,35
37,1,@,33,36
38,1,@,11,37
39,1,@,10,38
39,1,lib l55,563,791
40,1,lambda,39
40,1,lib l27,490,494
40,1,lib l31,543,551
42,1,l1336
43,1,lambda,42
43,1,lib l33,43,571
44,1,lambda,19
44,1,lib l19,357,364
44,1,lib l20,371,390
44,1,lib l24,437,450
44,1,lib l26,470,482
44,1,lib l28,497,510
46,1,/.
47,1,#(lambda (lambda (#(lambda (fold $0 0. (lambda (lambda (+. $0 $1))))) (zip $0 $1 (lambda (lambda (*. $0 $1)))))))
48,1,@,47,1
49,1,@,48,3
49,1,lib l52,753,761
50,1,@,46,49
50,1,lib l39,625,629
51,1,#(lambda (fold $0 0. (lambda (lambda (+. $0 $1)))))
52,1,@,51,3
53,1,@,50,52
53,1,lib l49,722,732
