# generated from the tensat project
# ("Equality Saturation for Tensor Graph Superoptimization" by Yang, Phothilimthana, Wang, Willsey, Roy and Pienaar)
# network: nasrnn
# node_limit: 50000
# iteration limit: 15
# multipatern iteration limit: 2
## root: 402
13836,0.002495999913662672,Relu(13835),13835
11327,0,Split([403; 11326]),403,11326
37540,0.00003099999958067201,Concat([403; 404; 1320; 1500]),403,404,1320,1500
28116,0.016607999801635742,Matmul([0; 7; 28115]),0,7,28115
17191,0.010879999957978725,Matmul([0; 27; 17190]),0,27,17190
22086,0.010879999957978725,Matmul([0; 12; 22085]),0,12,22085
48810,0.00003199999991920777,Concat([0; 404; 425; 490]),0,404,425,490
26922,0,Split([403; 26921]),403,26921
33552,0,Split([403; 33551]),403,33551
19910,0.000029999999242136255,Concat([403; 404; 168; 1070]),403,404,168,1070
37930,0.00003099999958067201,Concat([403; 404; 1340; 1485]),403,404,1340,1485
38567,0,Split([403; 38566]),403,38566
39776,0.016607999801635742,Matmul([0; 252; 39775]),0,252,39775
43982,0,Split([403; 43981]),403,43981
27401,0.016607999801635742,Matmul([0; 2; 27400]),0,2,27400
22065,0.000029999999242136255,Concat([403; 404; 240; 1400]),403,404,240,1400
25445,0.000029999999242136255,Concat([403; 404; 355; 1790]),403,404,355,1790
9177,0,Split([403; 9176]),403,9176
16865,0.000029999999242136255,Concat([403; 404; 67; 945]),403,404,67,945
57782,0,Split([0; 57781]),0,57781
20545,0.000029999999242136255,Concat([403; 404; 194; 730]),403,404,194,730
33921,0.016607999801635742,Matmul([0; 102; 33920]),0,102,33920
18456,0.010879999957978725,Matmul([0; 102; 18455]),0,102,18455
29627,0,Split([403; 29626]),403,29626
10740,0.00003099999958067201,Concat([403; 404; 2045; 2245]),403,404,2045,2245
27512,0,Split([403; 27511]),403,27511
39090,0.00003099999958067201,Concat([403; 404; 1420; 1425]),403,404,1420,1425
17536,0.010879999957978725,Matmul([0; 22; 17535]),0,22,17535
18321,0.010879999957978725,Matmul([0; 17; 18320]),0,17,18320
47306,0.004116999916732311,Relu(47305),47305
21076,0.010879999957978725,Matmul([0; 177; 21075]),0,177,21075
23382,0,Split([403; 23381]),403,23381
42765,0.00003099999958067201,Concat([403; 404; 1785; 1875]),403,404,1785,1875
1976,0.008511999621987343,Matmul([0; 2; 1975]),0,2,1975
1976,0,Split0(45527),45527
1976,0,Split0(45532),45532
1976,0,Split0(45537),45537
1976,0,Split0(45542),45542
1976,0,Split1(14967),14967
1976,0,Split1(24802),24802
1976,0,Split1(25112),25112
1976,0,Split1(25417),25417
1976,0,Split1(25717),25717
1976,0,Split1(26012),26012
1976,0,Split1(26302),26302
1976,0,Split1(26587),26587
1976,0,Split1(26862),26862
1976,0,Split1(26992),26992
1976,0,Split1(27117),27117
1976,0,Split1(27237),27237
1976,0,Split1(27352),27352
1976,0,Split1(27462),27462
1976,0,Split1(27567),27567
1976,0,Split1(43627),43627
1976,0,Split1(43722),43722
1976,0,Split1(43812),43812
1976,0,Split1(43897),43897
1976,0,Split1(43977),43977
1976,0,Split1(44052),44052
1976,0,Split1(44647),44647
1976,0,Split1(44712),44712
1976,0,Split1(44772),44772
1976,0,Split1(44827),44827
1976,0,Split1(44877),44877
1976,0,Split1(45222),45222
1976,0,Split1(45262),45262
1976,0,Split1(45297),45297
1976,0,Split1(45327),45327
1976,0,Split1(45502),45502
57500,0.00003199999991920777,Concat([0; 404; 2195; 2230]),0,404,2195,2230
5365,0.000029000000722589903,Concat([403; 404; 410; 610]),403,404,410,610
252,0.004093000199645758,Tanh(251),251
19750,0.000029999999242136255,Concat([403; 404; 165; 735]),403,404,165,735
21710,0.000029999999242136255,Concat([403; 404; 232; 705]),403,404,232,705
40611,0.016607999801635742,Matmul([0; 7; 40610]),0,7,40610
38511,0.016607999801635742,Matmul([0; 177; 38510]),0,177,38510
30767,0,Split([403; 30766]),403,30766
4122,0,Split([403; 4121]),403,4121
28411,0.016607999801635742,Matmul([0; 7; 28410]),0,7,28410
49585,0.00003199999991920777,Concat([0; 404; 445; 515]),0,404,445,515
30481,0.016607999801635742,Matmul([0; 22; 30480]),0,22,30480
531,0.0038789999671280384,Relu(530),530
531,0,Split0(8952),8952
531,0,Split0(8957),8957
531,0,Split0(8962),8962
531,0,Split0(8967),8967
531,0,Split0(8972),8972
531,0,Split0(8977),8977
531,0,Split0(8982),8982
531,0,Split0(8987),8987
531,0,Split0(8992),8992
531,0,Split0(8997),8997
531,0,Split0(9002),9002
531,0,Split0(9007),9007
531,0,Split0(9012),9012
