# generated from the tensat project
# ("Equality Saturation for Tensor Graph Superoptimization" by Yang, Phothilimthana, Wang, Willsey, Roy and Pienaar)
# network: nasrnn
# node_limit: 50000
# iteration limit: 15
# multipatern iteration limit: 2
# cycles have been pruned
## root: 402
28136,0.016543999314308167,Matmul([0; 7; 28135]),0,7,28135
26972,0,Split([403; 26971]),403,26971
22137,0,Split([403; 22136]),403,22136
23406,0.016543999314308167,Matmul([0; 102; 23405]),0,102,23405
4951,0.010879999957978725,Matmul([0; 27; 4950]),0,27,4950
9591,0.017084000632166862,Matmul([0; 1906; 9590]),0,1906,9590
3887,0,Split([403; 3886]),403,3886
16705,0.00006399999983841553,Concat([403; 404; 540; 1070]),403,404,540,1070
17457,0,Split([403; 17456]),403,17456
21286,0.016543999314308167,Matmul([0; 102; 21285]),0,102,21285
6315,0.00003199999991920777,Concat([403; 404; 142; 1055]),403,404,142,1055
16095,0.00006399999983841553,Concat([403; 404; 515; 1285]),403,404,515,1285
4491,0.010879999957978725,Matmul([0; 22; 4490]),0,22,4490
14602,0,Split([403; 14601]),403,14601
31806,0.016543999314308167,Matmul([0; 2; 31805]),0,2,31805
8296,0.017084000632166862,Matmul([0; 1889; 8295]),0,1889,8295
31966,0.016543999314308167,Matmul([0; 2; 31965]),0,2,31965
3616,0.010879999957978725,Matmul([0; 22; 3615]),0,22,3615
7591,0.010879999957978725,Matmul([0; 177; 7590]),0,177,7590
25772,0,Split([403; 25771]),403,25771
29857,0,Split([403; 29856]),403,29856
15112,0,Split([403; 15111]),403,15111
31661,0.016543999314308167,Matmul([0; 327; 31660]),0,327,31660
6651,0.010879999957978725,Matmul([0; 17; 6650]),0,17,6650
6537,0,Split([403; 6536]),403,6536
11900,0.00003199999991920777,Concat([403; 404; 334; 1620]),403,404,334,1620
875,0.00001700000029813964,Concat([403; 404; 104; 160]),403,404,104,160
12445,0.00003199999991920777,Concat([403; 404; 347; 1815]),403,404,347,1815
19212,0,Split([403; 19211]),403,19211
24330,0.00006399999983841553,Concat([403; 404; 1105; 1220]),403,404,1105,1220
14180,0.00006399999983841553,Concat([403; 404; 435; 1800]),403,404,435,1800
10575,0.00003199999991920777,Concat([403; 404; 289; 1375]),403,404,289,1375
20476,0.016543999314308167,Matmul([0; 27; 20475]),0,27,20475
32100,0.00006399999983841553,Concat([403; 404; 1705; 1750]),403,404,1705,1750
19891,0.016543999314308167,Matmul([0; 27; 19890]),0,27,19890
32302,0,Split([403; 32301]),403,32301
17202,0,Split([403; 17201]),403,17201
31122,0,Split([403; 31121]),403,31121
1300,0.00001700000029813964,Concat([403; 404; 217; 235]),403,404,217,235
9725,0.00003199999991920777,Concat([403; 404; 259; 1495]),403,404,259,1495
15440,0.00006399999983841553,Concat([403; 404; 490; 1445]),403,404,490,1445
21801,0.016543999314308167,Matmul([0; 102; 21800]),0,102,21800
29190,0.00006399999983841553,Concat([403; 404; 1460; 1550]),403,404,1460,1550
13065,0.00003199999991920777,Concat([403; 404; 1932; 1936]),403,404,1932,1936
1716,0.008352000266313553,Matmul([0; 327; 1715]),0,327,1715
1716,0,Split0(32217),32217
1716,0,Split0(32222),32222
1716,0,Split0(32227),32227
1716,0,Split0(32232),32232
1716,0,Split0(32237),32237
1716,0,Split0(32242),32242
1716,0,Split0(32247),32247
1716,0,Split0(32252),32252
1716,0,Split0(32257),32257
1716,0,Split0(32262),32262
1716,0,Split0(32267),32267
1716,0,Split0(32272),32272
1716,0,Split1(11767),11767
1716,0,Split1(12082),12082
1716,0,Split1(12392),12392
1716,0,Split1(12697),12697
1716,0,Split1(12997),12997
1716,0,Split1(13292),13292
1716,0,Split1(13582),13582
1716,0,Split1(13867),13867
1716,0,Split1(29962),29962
1716,0,Split1(30092),30092
1716,0,Split1(30217),30217
1716,0,Split1(30337),30337
1716,0,Split1(30452),30452
1716,0,Split1(30562),30562
1716,0,Split1(30667),30667
1716,0,Split1(31292),31292
1716,0,Split1(31387),31387
1716,0,Split1(31477),31477
1716,0,Split1(31562),31562
1716,0,Split1(31642),31642
1716,0,Split1(31717),31717
1716,0,Split1(32087),32087
1716,0,Split1(32152),32152
2406,0.010879999957978725,Matmul([0; 12; 2405]),0,12,2405
7535,0.00003199999991920777,Concat([403; 404; 187; 1105]),403,404,187,1105
8890,0.00003199999991920777,Concat([403; 404; 232; 505]),403,404,232,505
20272,0,Split([403; 20271]),403,20271
17056,0.016543999314308167,Matmul([0; 17; 17055]),0,17,17055
19470,0.00006399999983841553,Concat([403; 404; 665; 795]),403,404,665,795
6791,0.010879999957978725,Matmul([0; 102; 6790]),0,102,6790
19407,0,Split([403; 19406]),403,19406
28891,0.016543999314308167,Matmul([0; 7; 28890]),0,7,28890
29232,0,Split([403; 29231]),403,29231
30666,0.016543999314308167,Matmul([0; 327; 30665]),0,327,30665
16907,0,Split([403; 16906]),403,16906
14207,0,Split([403; 14206]),403,14206
9806,0.010879999957978725,Matmul([0; 252; 9805]),0,252,9805
1780,0.00001700000029813964,Concat([403; 404; 364; 390]),403,404,364,390
9436,0.010879999957978725,Matmul([0; 177; 9435]),0,177,9435
5377,0,Split([403; 5376]),403,5376
13137,0,Split([403; 13136]),403,13136
14842,0,Split([403; 14841]),403,14841
6475,0.00003199999991920777,Concat([403; 404; 147; 1045]),403,404,147,1045
1106,0.008352000266313553,Matmul([0; 177; 1105]),0,177,1105
1106,0,Split0(24277),24277
1106,0,Split0(24282),24282
1106,0,Split0(24287),24287
1106,0,Split0(24292),24292
1106,0,Split0(24297),24297
1106,0,Split0(24302),24302
1106,0,Split0(24307),24307
1106,0,Split0(24312),24312
1106,0,Split0(24317),24317
1106,0,Split0(24322),24322
1106,0,Split0(24327),24327
1106,0,Split0(24332),24332
1106,0,Split0(24337),24337
1106,0,Split0(24342),24342
1106,0,Split0(24347),24347
1106,0,Split0(24352),24352
1106,0,Split0(24357),24357
1106,0,Split0(24362),24362
1106,0,Split0(24367),24367
1106,0,Split0(24372),24372
1106,0,Split0(24377),24377
1106,0,Split0(24382),24382
1106,0,Split0(24387),24387
1106,0,Split0(24392),24392
1106,0,Split0(24397),24397
1106,0,Split1(7222),7222
1106,0,Split1(7537),7537
1106,0,Split1(7847),7847
1106,0,Split1(8152),8152
1106,0,Split1(8452),8452
1106,0,Split1(8747),8747
1106,0,Split1(9037),9037
1106,0,Split1(9322),9322
1106,0,Split1(24017),24017
1106,0,Split1(24147),24147
12261,0.010879999957978725,Matmul([0; 2; 12260]),0,2,12260
4352,0,Split([403; 4351]),403,4351
16222,0,Split([403; 16221]),403,16221
12416,0.010879999957978725,Matmul([0; 327; 12415]),0,327,12415
17672,0,Split([403; 17671]),403,17671
27151,0.016543999314308167,Matmul([0; 252; 27150]),0,252,27150
31145,0.00006399999983841553,Concat([403; 404; 1640; 1745]),403,404,1640,1745
10112,0,Split([403; 10111]),403,10111
31106,0.016543999314308167,Matmul([0; 2; 31105]),0,2,31105
19601,0.016543999314308167,Matmul([0; 27; 19600]),0,27,19600
22947,0,Split([403; 22946]),403,22946
736,0.008352000266313553,Matmul([0; 27; 735]),0,27,735
736,0,Split0(20457),20457
736,0,Split0(20462),20462
736,0,Split0(20467),20467
736,0,Split0(20472),20472
736,0,Split0(20477),20477
